##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998438.958550,5.147000,218,4,4,3,4,3,4,2,2,2,6,4,2,18,4,2,3,9,2,2,1,2,3,2,3,4,3,2,2,4,353,3,2,4,2,2,3,3,4,4,2,3,5,5,1,4,1,2,4,5,4,3,4,4,1,6,2,2,2,1,4,3,3,2,2,1,3,3,8,3,2,3,4,3,3,2,2,0,0,1,5,3,2,7,5,3,7,3,2,1,2,3,406,2,2,4,5,5,5,3,3,2,2,3,1,1,9,2,5,4,4,0,2,6,3,2,8,1,2,2,4,22,4,19,3,2,3,845,493,0,2,130,72,257,959,3,526,3,453,4,112,0,727,4,2,4,466,9,21,21,2,660,4,1,96,368,4,32,45,585,486,2,214,5,753,812,2,624,105,33,1435,534,3,4,766,999,12,34,436,617,5,676,284,4,3,4,458,82,1199,858,1373,295,34,203,342,4,414,2,697,857,9,824,1462,814,6,649,282,36,10,633,7,13,1759,1083,4,765,945,1019,445,839,532,313,3,90,2,2,2,848,11,3,2,2,2,6,2,3,4,2,2,3,5,3,4,4,10,2,4,2,4,2,2,4,4,4,5,2,4,1,3,4,2,4,2,1,4,4,4,3,1,1,2,4,4,2,4,4,8,2,4,2,2,4,2,7,4,18,2,4,6,4,2,4,0,7,3,13,0,8,0,3,11,4,6,2,2,2,653,2,2,2,2,4,9,274,3,13,2,4,2,4,588,21,2,3,861,6,76,8,8,2,3,0,12,3,4,8,2
1998438.983549,5.171000,219,3,3,2,0,1,1,2,10,2,4,3,108,2,2,384,4,6,3,28,3,2,3,9,5,2,3,4,27,2,431,2,13,327,3,412,4,2,456,3,11,765,1,567,56,3,2,4,4,3,4,3,4,4,3,2,3,3,4,3,3,5,3,4,2,2,3,1,1,3,3,5,3,2,4,2,2,2,3,4,4,2,2,4,4,4,3,21,6,2,3,18,29,3,4,2,3,4,4,9,3,2,3,3,2,4,3,2,3,3,4,12,2,1,3,4,3,2,7,4,7,3,2,1,2,2,9,4,3,2,6,3,3,4,4,1,2,1,2,0,2,3,3,3,4,2,3,3,3,4,2,4,3,3,3,4,3,1,5,1,4,3,8,6,4,1,4,3,11,2,5,4,3,1,1,0,10,6,4,4,8,9,4,2,4,3,334,5,4,17,2,3,4,26,4,2,3,13,5,5,646,93,5,4,13,4,128,44,4,2,4,6,25,2,3,4,20,481,17,17,703,2,3,4,901,292,8,942,24,6,13,420,5,13,5,482,3,6,795,370,10,693,46,3,3,1314,857,9,8,2,581,215,11,1158,773,2,45,566,552,13,6,0,816,572,448,147,8,1,484,143,5,1150,590,10,263,419,314,196,778,784,840,4,16,365,1157,1014,28,1381,849,72,213,504,1182,859,20,485,0,3,4,790,2,5,4,2,3,4,3,4,1,2,2,4,5,3,3,2,4,3,1,4,2,3,6,3,3,3,7,4,2,1,1,2,5,2,3,4,4
1998438.989707,5.181000,220,120,133,12,170,915,540,4,2,3,3,529,4,4,4,1,4,1,4,4,2,4,3,12,10,2,3,4,1,2,4,4,4,4,4,8,5,4,9,2,2,3,3,28,2,3,4,3,4,5,8,2,3,3,1,5,3,2,4,3,2,3,3,3,4,2,2,2,3,3,2,4,4,5,4,4,3,4,5,2,3,1,24,204,4,6,790,778,461,41,0,176,45,4,37,236,3,4,2,14,34,4,16,2,4,1,3,527,229,5,10,3,352,10,3,4,3,3,3,2,4,8,22,2,2,1,5,2,2,2,0,3,3,4,3,4,2,3,1,2,1,2,0,4,4,4,6,8,2,6,2,5,4,2,3,2,4,4,4,3,4,9,2,2,2,2,4,4,3,5,3,2,2,2,2,3,3,2,2,20,2,3,4,3,3,2,4,3,1,3,3,3,3,4,3,3,4,3,6,2,2,1,2,4,4,4,3,2,4,5,2,2,1,4,4,4,2,4,3,4,4,2,3,9,5,5,3,3,0,2,4,8,4,3,3,1,2,2,3,5,4,6,3,4,8,3,3,4,4,4,4,6,2,4,4,2,3,3,2,3,5,6,2,2,2,91,3,2,4,4,6,2,3,4,9,117,338,324,70,3,7,1057,1,932,423,29,2,492,18,3,1126,2,3,1,243,48,9,2,247,8,48,582,445,3,12,4,894,767,12,12,377,0,8,520,1299,57,16,3,2,5,60,6,3,5,6,884,1320,4,5,42,1230,16,498,92,462,5,1194
1998439.022404,5.210000,221,9,160,5,0,4,32,483,415,5,3,178,7,70,26,613,22,14,58,602,277,17,4,394,447,944,660,199,4,8,88,363,991,13,259,320,555,886,496,153,1,563,1371,498,9,875,940,254,234,1114,328,1026,118,811,388,17,14,214,1075,154,638,1329,37,18,1035,1453,1201,514,357,24,4,25,112,4,4,8,4,4,1,2,4,2,4,10,4,5,5,5,4,2,3,5,242,3,4,2,4,4,4,4,4,3,4,4,5,3,4,4,3,4,3,4,1,3,3,2,3,4,4,4,4,14,4,2,2,11,5,4,2,3,6,4,4,3,4,3,13,5,4,5,6,12,2,3,4,36,8,2,526,3,4,11,4,8,11,3,436,3,4,3,298,27,410,0,318,3,70,5,149,83,3,512,289,6,4,77,3,4,548,2,14,3,5,424,0,66,366,3,4,11,2,3,5,4,3,1,1,2,2,1,1,0,2,4,5,2,2,4,4,3,2,8,2,3,3,4,1,4,3,0,3,3,3,1,2,2,0,4,4,4,3,3,7,2,0,2,2,6,2,4,2,2,2,3,4,2,4,3,4,2,3,4,2,4,2,3,3,3,4,7,4,2,2,5,4,5,4,3,3,2,3,4,4,4,8,6,8,2,2,3,3,3,2,9,3,3,3,5,4,2,4,4,4,3,3,2,4,4,5,3,4,4,4,2,2,2,4,4,0,4,3,13,3,3,2,3,3,3,2,8,2,4,4,10,2,4,3,4,4,2,2,5,110,3,1,694,3
1998439.044099,5.232000,222,4,4,2,2,3,2,2,2,3,0,2,4,3,5,2,2,1,2,1,3,9,5,4,29,3,2,3,3,3,9,4,6,515,6,4,5,21,0,5,1043,39,4,4,218,739,232,3,6,3,4,569,20,3,5,2,538,4,22,3,4,38,10,539,175,2,16,3,2,3,22,979,0,6,4,1378,360,8,2,296,429,552,8,631,684,49,1202,290,419,2,5,6,8,37,8,1015,390,294,342,18,4,2,8,1518,1189,144,373,773,1201,24,1166,763,3,9,11,636,567,10,55,1051,305,560,354,736,396,668,491,923,346,320,1638,132,1209,353,124,246,414,38,791,146,4,4,3,8,4,4,5,0,3,4,3,4,4,0,2,4,2,4,4,1,3,2,6,3,2,3,4,2,4,4,7,3,4,2,3,2,2,10,4,6,8,5,3,3,2,3,264,3,4,11,4,3,6,2,3,3,2,2,2,2,4,1,2,13,3,4,3,4,11,8,4,0,9,2,11,3,3,15,304,1,3,401,4,4,4,2,564,488,3,4,5,2,21,2,116,1,4,10,535,2,1,40,106,236,2,200,2,4,12,4,24,3,209,6,46,3,3,6,6,3,2,56,2,104,3,3,4,3,3,4,3,2,159,7,0,5,2,3,4,2,4,3,2,2,3,4,2,4,4,4,8,2,3,4,4,4,7,1,2,4,3,3,4,7,4,2,4,2,3,3,3,4,3,3,2,2,1,3,2,2,2,3,3,2,3,3,2,2,4,2,2,2,2,4,2,4,4
1998439.101450,5.292000,223,4,2,3,3,2,1,1,1,1,2,5,5,3,3,3,1,3,2,2,3,1,3,3,3,4,4,1,3,1,0,0,3,8,2,3,4,4,5,2,1,2,2,45,3,2,2,3,4,4,5,2,3,2,2,8,2,2,3,4,3,3,3,2,4,3,3,1,1,3,3,3,3,1,4,6,3,4,8,3,3,1,3,5,3,4,4,4,3,3,1,2,231,5,4,4,2,5,6,6,7,2,3,5,6,4,20,9,22,27,1,21,1,348,3,3,13,2,37,5,20,7,3,78,896,3,3,5,5,1393,803,547,6,525,3,11,290,111,2,11,8,969,536,290,6,461,9,84,948,2,10,2,1182,737,312,999,52,9,607,1551,26,24,10,12,668,4,6,9,4,61,132,5,6,643,613,32,366,323,358,418,373,848,1056,3,3,324,861,1000,4,840,1470,621,14,953,773,1,131,796,1061,4,902,1340,1103,543,447,54,6,152,728,945,3,296,6,3,8,778,520,7,3,2,4,6,4,1,3,2,8,4,4,1,4,3,3,2,4,2,2,2,3,4,2,3,2,3,5,2,4,3,0,2,3,8,4,2,6,4,2,3,2,5,3,1,3,4,2,3,4,2,2,2,3,4,4,7,21,4,2,3,3,3,2,5,2,6,2,3,731,5,9,156,3,5,1,1,4,4,2,2,285,55,6,866,2,16,2,1140,2,2,2,2,2,105,3,564,378,3,287,5,393,8,18,2,2,3,50,4,4,3,2,13,2,0,6,5,2,2,19
1998439.133631,5.322000,224,12,4,4,8,1,2,1,0,2,62,17,5,5,4,2,2,4,1,2,2,3,5,30,4,4,6,12,36,3,2,2,2,9,19,3,4,4,4,2,9,2,4,19,1,4,4,3,3,3,5,14,2,2,3,7,2,2,2,8,3,4,1,4,2,2,4,6,3,4,4,2,3,4,4,2,2,2,4,4,1,3,4,9,3,4,0,3,4,4,1,2,2,8,2,3,4,4,4,1,2,4,3,4,3,7,2,4,3,4,4,4,4,1,0,2,0,3,3,3,3,4,5,4,9,5,5,6,4,4,3,1,3,1,3,1,4,4,4,2,4,2,3,2,4,4,4,1,2,2,0,2,2,3,4,3,5,14,3,3,4,2,3,5,11,4,4,2,2,2,1,5,854,3,2,175,16,9,4,957,4,4,3,2,408,42,2,9,371,545,30,936,119,4,65,1,89,4,2,34,763,22,74,4,3,4,472,3,300,2,4,409,2,222,4,6,9,56,774,34,121,20,3,7,1129,1215,26,663,1477,16,6,83,25,7,5,25,748,6,21,8,24,346,413,823,418,44,45,25,1173,4,1483,48,1639,523,237,45,885,281,1010,58,11,1234,243,104,5,1615,27,14,11,833,6,290,7,382,1230,60,711,10,3,3,4,3,3,9,2,4,2,6,4,4,3,1,2,0,3,4,2,2,3,2,3,7,4,4,2,1,2,3,8,5,11,4,4,6,4,4,2,4,3,3,3,2,4,3,4,3,2,0,2,4,4,3,2,2,4,2,3
1998439.133781,5.322000,225,4,4,2,2,3,2,2,3,2,1,5,4,3,4,0,0,3,4,4,4,8,2,5,4,3,3,4,3,3,5,2,6,6,2,7,6,4,2,8,2,1,1,72,3,2,2,4,3,15,21,3,3,2,2,84,1,2,1,15,5,449,208,19,0,4,94,9,2,30,2,122,3,4,59,5,5,74,4,3,8,3,47,5,4,1,6,20,763,3,4,16,244,8,3,2,6,2,3,2,2,3,2,3,4,18,1,3,3,4,4,4,3,2,5,5,4,4,2,6,4,4,3,3,3,1,3,1,3,2,1,1,4,3,3,8,3,3,2,1,2,1,4,3,4,4,1,2,6,4,3,2,3,3,2,8,4,4,4,4,3,2,3,3,4,5,3,4,3,0,6,4,2,2,3,3,2,5,4,8,3,4,4,2,2,4,149,3,3,5,1,5,4,4,4,3,3,2,0,3,3,2,3,5,3,3,5,2,0,4,5,2,2,2,5,4,3,4,3,4,7,1,3,5,3,3,5,2,6,3,4,3,2,4,5,234,1,4,100,4,0,4,432,321,6,4,4,3,8,2,221,0,99,11,5,2,1,0,288,181,4,2,24,4,142,1137,2,324,3,4,4,398,6,5,141,4,12,33,1073,76,4,10,27,758,1068,550,18,441,620,180,3,354,3,9,620,565,4,2,814,19,9,852,337,9,2,1245,335,21,6,1,698,6,1,823,719,2,2,279,529,688,22,4,803,21,1082,745,352,2,4,949,258,789,16,766,1203,222,190
1998439.139346,5.327000,226,779,11,4,241,522,4,8,10,868,356,904,518,10,786,603,86,440,436,661,1020,471,26,598,1453,24,500,667,1009,8,2,384,1167,260,242,1527,1213,4,4,1005,949,2,2,60,5,3,4,3,2,5,2,3,3,1,8,3,7,3,3,3,3,3,3,3,3,2,2,1,2,3,3,4,4,8,4,4,2,8,3,3,3,2,4,8,3,5,4,2,3,2,3,4,154,4,4,4,4,4,3,6,4,3,2,6,3,4,3,4,3,5,3,9,2,1,0,2,4,3,51,3,4,12,581,0,2,4,4,0,0,22,661,3,251,2,6,4,17,4,562,25,4,3,3,4,4,14,4,2,2,4,19,3,4,2,2,3,2,3,3,2,3,2,0,7,3,2,4,4,4,2,3,2,2,1,2,1,4,6,16,3,4,4,5,3,17,2,2,2,3,2,3,3,4,4,3,0,2,3,2,3,2,3,4,3,4,4,2,4,9,1,2,4,2,3,3,4,3,3,4,3,35,7,3,2,3,2,8,4,5,4,2,2,2,4,4,3,4,5,2,4,4,4,4,1,5,2,3,1,4,2,3,4,4,2,9,4,4,3,2,3,1,3,6,4,8,3,1,2,1,4,3,2,6,4,18,3,5,7,4,5,1,2,2,1,2,4,6,6,4,61,3,3,11,2,5,16,4,4,24,8,2,725,3,490,14,144,73,3,3,2,345,2,2,24,1,4,2,78,1007,2,1,6,4,0,8,8,3,3,21,346,19,3,9,627,814,8,263
1998439.194084,5.384000,227,4,362,3,2,4,57,112,128,19,2,28,4,8,20,864,5,213,28,17,13,65,490,5,4,14,736,2,2,4,823,701,2,61,763,3,4,100,2,3,2,321,6,319,9,3,590,3,4,1298,1197,0,625,8,5,21,7,1267,354,14,336,718,24,6,12,377,16,2,80,1566,680,6,285,327,7,9,195,374,2,2,419,1315,18,367,1747,158,917,341,743,5,621,1419,529,523,930,390,6,908,569,9,5,508,811,829,20,5,2,14,13,2,3,9,3,2,3,2,2,0,4,4,4,4,8,7,2,1,1,6,4,3,3,3,4,4,3,4,4,3,4,7,3,4,0,6,8,3,4,3,2,2,2,3,2,3,2,5,4,5,3,4,2,2,4,5,6,2,10,4,8,4,5,2,4,3,1,5,4,10,8,8,1,2,3,2,4,3,91,4,4,777,566,4,2,3,44,2,3,65,2,4,10,4,3,40,4,4,395,90,22,2,2,22,2,1,2,8,4,2,2,9,2,369,3,4,314,2,4,40,2,3,8,1,3,2,5,4,1,1,4,3,4,4,3,1,1,3,1,2,1,0,4,3,4,3,2,2,4,4,3,4,10,3,3,2,4,2,3,2,3,2,3,3,2,2,0,3,4,4,4,1,3,2,4,2,3,1,2,4,2,1,3,3,2,2,14,2,4,3,4,3,4,3,3,4,3,2,1,4,4,2,3,4,4,4,3,1,3,2,2,3,1,2,4,4,4,4,3,4,2,3,2,3,3,6,3,9,3
1998439.197186,5.385000,228,3,2,3,6,2,2,3,3,5,8,4,4,3,4,1,2,3,3,1,4,11,1,7,10,2,4,4,4,4,7,3,3,4,4,6,1,3,4,2,2,2,4,19,6,2,3,3,2,8,4,1,2,3,3,7,0,1,3,4,4,3,3,3,4,3,2,3,3,4,8,3,3,2,3,2,2,2,2,2,2,4,5,3,2,3,6,4,2,2,932,1,5,157,49,3,8,666,4,2,2,4,4,2,2,131,5,57,20,5,4,6,1,1019,617,3,2,790,857,3,4,209,8,2,345,400,116,9,3,1284,512,4,15,32,166,5,149,378,108,286,146,611,831,6,4,22,7,2,214,22,2,2,342,0,42,749,236,1020,42,1212,489,519,646,1128,344,8,889,129,256,885,476,6,2,1203,66,160,834,1058,866,1069,1427,777,207,365,712,666,1007,181,1084,1233,2,1052,1518,3,2,4,3,2,2,2,5,5,2,5,4,4,3,3,4,6,8,4,2,4,4,3,4,3,4,4,2,2,2,4,3,5,5,4,5,3,4,3,2,1,3,4,2,4,3,6,4,3,4,3,4,3,2,1,0,0,2,2,2,10,3,4,4,4,2,4,3,11,10,6,4,674,360,68,549,33,6,4,2,3,1,5,6,3,0,3,2,18,1,73,5,93,5,4,4,27,2,69,4,369,3,3,3,134,3,4,352,4,3,2,3,4,4,2,5,0,18,4,3,4,4,3,4,0,3,4,4,0,1,3,5,3,2,7,2,2,3,6,2,2,2,4,3
1998439.227309,5.415000,229,491,26,2,3,1107,626,8,2,2,2,3,24,4,4,2,1,3,2,1,2,3,2,4,4,4,4,2,4,3,1,3,2,2,3,3,2,1,6,2,4,1,2,2,2,2,2,4,4,4,2,0,1,2,1,1,1,2,2,3,4,2,4,3,4,4,1,2,2,4,4,3,2,2,3,2,4,2,3,1,4,2,2,5,8,3,4,3,2,2,1,4,140,6,2,4,3,6,5,3,3,3,2,4,4,2,3,3,3,5,5,6,3,4,2,4,5,2,3,5,9,3,4,3,4,2,5,3,4,2,3,4,4,10,5,1,4,2,3,2,3,2,4,5,3,4,6,15,2,1,4,23,925,362,22,4,101,884,7,4,3,0,1022,574,2,6,4,3,550,3,2,70,6,2,2,3,182,4,5,361,214,18,8,1155,192,20,256,53,134,21,4,4,17,3,108,2,10,2,86,352,424,5,430,54,19,4,1063,17,4,233,7,803,693,22,0,1485,779,183,359,11,3,3,16,6,11,674,613,17,8,341,328,0,2,304,421,383,688,34,539,423,1188,518,49,3,1144,1607,934,4,478,799,827,449,264,995,64,132,856,1137,104,5,330,702,1634,4,616,4,2,0,2,4,3,4,3,2,9,2,6,3,4,2,4,3,2,2,2,4,4,3,4,4,4,3,5,3,2,3,2,4,5,4,4,4,4,2,4,2,2,2,3,2,16,4,3,4,4,2,4,1,3,6,4,4,2,4,3,9,2,3,3,2,2,1,16,11,16,3,44
1998439.252274,5.440000,230,3,4,1,3,2,2,2,2,0,2,3,4,5,6,3,1,2,3,3,2,12,3,8,4,4,2,3,3,8,18,3,5,5,4,3,8,2,4,2,0,4,4,17,5,16,391,4,37,20,199,80,3,3,3,158,10,2,4,3,2,4,9,5,5,21,1,2,6,4,16,4,3,58,4,2,3,8,3,8,4,2,2,7,4,3,2,4,5,4,65,3,80,0,1,4,2,1,4,2,6,4,5,5,8,4,2,3,4,4,3,6,2,3,3,2,3,2,0,4,3,4,2,170,1,2,2,2,2,2,1,3,4,5,4,4,2,1,2,2,3,2,2,3,3,4,3,20,2,3,2,2,1,2,3,3,3,4,2,9,2,0,2,3,3,7,3,4,3,3,5,4,4,1,2,2,1,10,2,6,5,3,4,3,1,2,185,3,2,8,1,4,6,4,2,2,2,3,2,2,2,2,1,4,3,3,3,3,1,6,1,3,4,4,5,2,3,5,4,4,5,3,0,4,1,4,6,3,4,4,1,17,13,515,0,3,2,1030,56,5,4,3,3,5,2,7,2,87,21,881,3,4,56,4,6,760,22,12,1,0,733,4,0,6,369,390,590,830,469,22,2,6,147,2,21,459,225,8,1696,988,263,5,22,14,887,243,4,323,782,29,1073,300,4,2,13,1678,687,57,539,1098,1014,916,332,176,3,843,677,4,6,595,487,339,388,329,268,4,795,1048,698,2,515,898,143,82,1044,1234,10,6,614,656,15,522,8,455,214,8,42
1998439.259530,5.447000,231,992,52,0,2,276,2,5,180,1,828,18,8,618,72,48,631,679,458,5,443,1121,1230,801,891,98,378,346,271,530,569,5,124,589,1373,111,979,4,2,2,4,5,2,88,2,0,2,5,5,4,4,4,8,1,3,2,5,3,2,4,4,4,3,2,6,4,3,4,3,2,6,4,2,1,3,6,3,3,3,2,8,3,3,5,1,3,4,4,3,0,2,3,242,4,5,4,4,4,9,4,4,3,5,4,3,3,6,4,3,2,68,2,25,9,718,4,5,27,5,6,5,236,3,89,4,1,8,273,2,50,53,383,38,473,3,465,3,2,3,5,8,3,3,3,320,3,5,5,4,8,4,3,2,2,7,3,1,3,4,1,4,3,3,3,0,1,1,4,3,3,2,3,3,1,3,1,4,3,3,16,4,4,2,2,3,2,0,0,4,3,2,4,4,3,3,2,2,3,2,1,0,2,2,4,4,3,4,2,2,3,47,2,3,3,3,4,3,3,2,2,2,0,0,3,3,3,3,4,4,4,1,3,3,2,1,1,2,3,3,4,3,4,3,3,8,5,7,3,3,2,3,6,4,2,4,3,6,3,2,5,9,5,3,5,3,4,3,4,3,3,2,2,4,5,17,1,3,5,3,2,4,8,3,27,3,4,4,1,10,4,2,5,1,4,2,2,269,13,5,3,3,2,475,1,3,3,36,1,134,727,566,5,75,3,4,86,2,2,8,1,84,1260,2,7,715,6,3,4,1235,4,0,0,4,8,431,4,300
1998439.288643,5.477000,232,9,9,2,0,52,18,2,3,3,894,2,4,11,2,24,10,407,1,2,0,4,1,6,3,4,1246,3,2,4,289,267,3,1,20,615,3,5,26,41,17,4,2,966,469,707,2,1280,6,3,718,676,652,2,25,950,714,45,3,578,13,370,13,2,4,0,546,25,254,16,822,639,572,8,983,106,4,273,739,39,498,8,1486,309,526,276,6,461,468,326,56,346,1813,1257,947,672,1152,253,6,1122,648,764,280,352,8,578,2,838,1175,4,5,5,4,4,6,2,4,2,3,5,4,5,5,3,4,4,8,3,3,3,3,4,4,4,4,3,4,2,2,2,4,3,3,4,4,4,2,2,1,3,1,2,4,3,3,12,4,3,6,4,4,4,4,5,8,2,1,4,3,3,13,3,1,3,2,2,8,18,6,6,4,2,8,4,4,3,197,4,27,4,2,2,4,107,2,2,2,45,5,2,3,3,1,276,4,2,4,2,1,1,198,68,26,3,16,4,326,208,4,538,3,1,7,3,3,4,4,2,2,3,4,1,2,0,3,23,2,2,1,3,2,2,7,3,151,0,2,2,1,2,1,4,4,3,3,8,2,5,2,4,4,2,2,4,1,4,4,4,3,2,4,4,3,2,2,4,4,4,4,2,2,2,3,4,41,2,2,4,6,4,4,10,3,3,3,2,3,3,4,0,2,4,4,3,6,2,4,2,2,2,4,8,3,4,3,3,1,4,3,4,2,2,2,4,4,3,3,2,1,3,4,3,3,4,2,2,2
1998439.339968,5.528000,233,4,3,4,4,3,3,3,3,3,4,4,3,4,4,2,3,1,2,3,2,8,2,8,6,3,3,3,2,4,8,4,2,2,0,8,5,4,2,4,4,4,2,4,4,4,2,3,3,5,3,0,8,2,2,5,2,1,3,2,3,4,9,4,10,3,3,3,3,6,403,2,2,68,3,2,0,40,103,12,17,4,8,2,18,4,0,5,56,485,4,12,1421,3,4,6,87,3,1058,8,13,2,2,5,579,5,3,581,466,16,2,222,59,16,5,2,17,977,64,445,74,66,20,579,489,526,4,118,428,2,413,5,139,868,382,898,1182,1302,64,5,6,990,134,5,742,5,27,418,931,6,1,1238,854,343,955,900,354,196,792,1317,196,360,4,647,1419,1175,116,589,1138,385,817,571,146,0,897,1045,606,61,1413,234,446,4,4,4,2,1,280,3,6,12,4,4,3,2,4,2,2,4,3,3,4,4,3,7,4,3,6,2,3,3,2,4,4,2,2,5,4,4,4,1,2,3,2,4,2,4,12,3,4,3,2,1,3,2,2,1,4,1,3,6,24,4,4,1,5,2,1,3,0,279,258,6,4,2,10,3,129,3,5,7,2,3,6,2,273,5,19,258,2,474,331,2,2,3,466,3,3,1,4,2,1,22,4,669,4,3,3,51,8,4,3,2,2,3,3,1,3,4,2,2,4,3,3,49,3,2,2,4,3,2,3,2,3,4,3,2,10,2,3,3,2,2,2,4,4,3,4,2,4,13,3,3,1,12,4,3,3
1998439.342959,5.531000,234,2,2,3,4,3,3,3,3,32,3,2,2,3,6,4,1,0,3,4,3,4,2,2,3,4,3,7,2,0,0,3,2,8,4,5,4,4,5,8,3,2,2,12,3,1,4,3,2,6,18,2,3,8,9,4,2,1,4,4,3,2,4,4,2,3,8,2,3,4,4,4,3,3,6,3,3,3,2,2,3,4,3,8,5,6,3,5,3,2,2,5,176,4,3,3,4,3,3,4,3,4,2,4,4,4,2,5,2,4,4,4,2,2,3,0,3,4,3,4,3,2,2,2,2,2,1,7,2,3,4,8,4,6,2,4,3,4,2,3,3,3,3,4,332,3,648,4,3,2,4,1439,2,2,219,4,3,173,278,3,0,3,12,87,155,2,4,113,4,5,158,2,7,31,4,17,1,13,26,15,2,400,169,4,3,135,733,17,4,144,3,4,594,785,530,12,533,1273,8,57,18,481,411,12,638,519,248,4,22,1171,5,5,2,563,229,158,896,34,423,186,4,16,569,9,791,1153,294,912,911,734,635,64,2,208,123,66,631,902,783,1153,844,6,595,101,710,576,129,5,795,3,0,808,921,3,2,6,2,4,3,4,2,5,3,4,5,5,8,3,2,2,2,4,3,8,11,4,4,5,4,2,1,2,2,5,2,2,1,4,4,3,3,3,2,4,3,4,3,3,6,5,4,7,3,5,2,3,4,3,8,4,5,3,2,9,4,4,2,0,1,0,1,24,3,2,4,4,5,2,4,4,224,5,3,8,2,3,2
